species,X,Y,geometry
Haliaeetus leucocephalus,1194504.972768277,399343.9663479789,"c(1194504.97276828, 399343.966347979)"
Haliaeetus leucocephalus,1463889.2248162313,514031.18738824624,"c(1463889.22481623, 514031.187388246)"
Haliaeetus leucocephalus,622118.5769739987,897524.1143173333,"c(622118.576973999, 897524.114317333)"
Haliaeetus leucocephalus,1451346.192258156,565286.7781869023,"c(1451346.19225816, 565286.778186902)"
Haliaeetus leucocephalus,1210102.2901732135,464410.2054115372,"c(1210102.29017321, 464410.205411537)"
Haliaeetus leucocephalus,1748511.9443015389,569531.960355427,"c(1748511.94430154, 569531.960355427)"
Haliaeetus leucocephalus,808522.4614999737,1113101.75573815,"c(808522.461499974, 1113101.75573815)"
Haliaeetus leucocephalus,1225716.940540143,474644.2498487433,"c(1225716.94054014, 474644.249848743)"
Haliaeetus leucocephalus,1193172.6308765167,382759.47520535544,"c(1193172.63087652, 382759.475205355)"
Haliaeetus leucocephalus,852537.1784334951,741225.3024534741,"c(852537.178433495, 741225.302453474)"
Haliaeetus leucocephalus,1414701.0446527116,654432.9884682868,"c(1414701.04465271, 654432.988468287)"
Haliaeetus leucocephalus,1206820.2538336767,458011.5116141429,"c(1206820.25383368, 458011.511614143)"
Haliaeetus leucocephalus,1081206.7091922325,521666.5861918668,"c(1081206.70919223, 521666.586191867)"
Haliaeetus leucocephalus,1469851.0896413939,552875.9462144778,"c(1469851.08964139, 552875.946214478)"
Haliaeetus leucocephalus,1213011.6503751902,489803.2239260124,"c(1213011.65037519, 489803.223926012)"
Haliaeetus leucocephalus,1146508.959706188,466668.15726622957,"c(1146508.95970619, 466668.15726623)"
Haliaeetus leucocephalus,1234906.0363052953,619408.8980882326,"c(1234906.0363053, 619408.898088233)"
Haliaeetus leucocephalus,1091290.9031715377,1010050.3916140655,"c(1091290.90317154, 1010050.39161407)"
Haliaeetus leucocephalus,835990.1813983716,1031546.4998961673,"c(835990.181398372, 1031546.49989617)"
Haliaeetus leucocephalus,1238632.2303223296,479629.2117984243,"c(1238632.23032233, 479629.211798424)"
Haliaeetus leucocephalus,1225631.4920016904,458477.9008151068,"c(1225631.49200169, 458477.900815107)"
Haliaeetus leucocephalus,1056516.0281204318,550657.4201509035,"c(1056516.02812043, 550657.420150904)"
Haliaeetus leucocephalus,1228845.2802181605,457685.1252425709,"c(1228845.28021816, 457685.125242571)"
Haliaeetus leucocephalus,1351433.6511513963,738391.3105357826,"c(1351433.6511514, 738391.310535783)"
Haliaeetus leucocephalus,1201773.9603893023,418750.93373351556,"c(1201773.9603893, 418750.933733516)"
Haliaeetus leucocephalus,1265556.520253059,723136.8335285818,"c(1265556.52025306, 723136.833528582)"
Haliaeetus leucocephalus,1230550.783209649,454941.5270235745,"c(1230550.78320965, 454941.527023575)"
Haliaeetus leucocephalus,1239577.6146316007,888604.2368143394,"c(1239577.6146316, 888604.236814339)"
Haliaeetus leucocephalus,1305321.2015580845,480483.4024574328,"c(1305321.20155808, 480483.402457433)"
Haliaeetus leucocephalus,484037.7917237823,1661635.2357695543,"c(484037.791723782, 1661635.23576955)"
Haliaeetus leucocephalus,1314813.955945701,479751.7940063453,"c(1314813.9559457, 479751.794006345)"
Haliaeetus leucocephalus,893955.8986027035,1141364.9006937416,"c(893955.898602703, 1141364.90069374)"
Haliaeetus leucocephalus,1449441.9316623241,548899.7309779713,"c(1449441.93166232, 548899.730977971)"
Haliaeetus leucocephalus,1243954.9938687498,451375.78744978283,"c(1243954.99386875, 451375.787449783)"
Haliaeetus leucocephalus,1680145.95624701,516091.4981297235,"c(1680145.95624701, 516091.498129723)"
Haliaeetus leucocephalus,1477224.4689770697,611935.9404733836,"c(1477224.46897707, 611935.940473384)"
Haliaeetus leucocephalus,1106782.0825503173,521607.8082302122,"c(1106782.08255032, 521607.808230212)"
Haliaeetus leucocephalus,1682750.4621334274,501159.19930244,"c(1682750.46213343, 501159.19930244)"
Haliaeetus leucocephalus,1085774.8429394304,473217.5878666844,"c(1085774.84293943, 473217.587866684)"
Haliaeetus leucocephalus,1313305.7459308843,460677.1125915694,"c(1313305.74593088, 460677.112591569)"
Haliaeetus leucocephalus,1125246.9201676515,480684.4341265473,"c(1125246.92016765, 480684.434126547)"
Haliaeetus leucocephalus,1208432.667737473,479438.0136922151,"c(1208432.66773747, 479438.013692215)"
Haliaeetus leucocephalus,1128960.2753228715,468170.2292439863,"c(1128960.27532287, 468170.229243986)"
Haliaeetus leucocephalus,1290114.5701840292,470234.8447401951,"c(1290114.57018403, 470234.844740195)"
Haliaeetus leucocephalus,1640675.2530547467,550259.0955271658,"c(1640675.25305475, 550259.095527166)"
Haliaeetus leucocephalus,1463049.4999885666,463465.70053939405,"c(1463049.49998857, 463465.700539394)"
Haliaeetus leucocephalus,1701244.0445668795,664745.5612504196,"c(1701244.04456688, 664745.56125042)"
Haliaeetus leucocephalus,1190129.4248623508,392826.817729259,"c(1190129.42486235, 392826.817729259)"
Haliaeetus leucocephalus,1147731.8125340322,467395.67332404194,"c(1147731.81253403, 467395.673324042)"
Haliaeetus leucocephalus,1737423.8302826895,531264.3904785122,"c(1737423.83028269, 531264.390478512)"
Haliaeetus leucocephalus,1070233.3121606228,520349.71907861717,"c(1070233.31216062, 520349.719078617)"
Haliaeetus leucocephalus,1182211.5763074085,374259.8703238503,"c(1182211.57630741, 374259.87032385)"
Haliaeetus leucocephalus,1210213.0920390522,479019.94987672794,"c(1210213.09203905, 479019.949876728)"
Haliaeetus leucocephalus,1081274.60519475,521753.62219245883,"c(1081274.60519475, 521753.622192459)"
Haliaeetus leucocephalus,1468631.9688421271,556940.0952215967,"c(1468631.96884213, 556940.095221597)"
Haliaeetus leucocephalus,1219226.8741121881,468219.55079188937,"c(1219226.87411219, 468219.550791889)"
Haliaeetus leucocephalus,1077379.3920140667,518732.0108229369,"c(1077379.39201407, 518732.010822937)"
Haliaeetus leucocephalus,1482157.923932158,627357.4302722234,"c(1482157.92393216, 627357.430272223)"
Haliaeetus leucocephalus,1192145.034572054,382840.2181705743,"c(1192145.03457205, 382840.218170574)"
Haliaeetus leucocephalus,1473125.6193012046,473179.1910201891,"c(1473125.6193012, 473179.191020189)"
Haliaeetus leucocephalus,1148802.4645428115,513407.00634739693,"c(1148802.46454281, 513407.006347397)"
Haliaeetus leucocephalus,1732572.5473342612,544724.8531031155,"c(1732572.54733426, 544724.853103115)"
Haliaeetus leucocephalus,1069625.0270691193,533541.7218276752,"c(1069625.02706912, 533541.721827675)"
Haliaeetus leucocephalus,1095299.0273807514,496290.1096113993,"c(1095299.02738075, 496290.109611399)"
Haliaeetus leucocephalus,1722930.688578309,625088.1074803225,"c(1722930.68857831, 625088.107480322)"
Haliaeetus leucocephalus,1279231.1019653673,454551.2745420861,"c(1279231.10196537, 454551.274542086)"
Haliaeetus leucocephalus,1700578.6859063734,669339.6587526866,"c(1700578.68590637, 669339.658752687)"
Haliaeetus leucocephalus,1418044.151303551,663807.8269605634,"c(1418044.15130355, 663807.826960563)"
Haliaeetus leucocephalus,1204053.500842325,477288.788939343,"c(1204053.50084232, 477288.788939343)"
Haliaeetus leucocephalus,1764146.5835470604,570448.1668194685,"c(1764146.58354706, 570448.166819468)"
Haliaeetus leucocephalus,1241963.1756724957,888899.2009737262,"c(1241963.1756725, 888899.200973726)"
Haliaeetus leucocephalus,1218195.6798801618,456702.75373144733,"c(1218195.67988016, 456702.753731447)"
Haliaeetus leucocephalus,1474578.8079299962,602517.666474691,"c(1474578.80793, 602517.666474691)"
Haliaeetus leucocephalus,1236478.7826367875,459907.5061465555,"c(1236478.78263679, 459907.506146555)"
Haliaeetus leucocephalus,1465243.0438312897,566760.2801700167,"c(1465243.04383129, 566760.280170017)"
Haliaeetus leucocephalus,1556214.369938457,677476.6360676999,"c(1556214.36993846, 677476.6360677)"
Haliaeetus leucocephalus,1219749.6350933257,473922.6635257679,"c(1219749.63509333, 473922.663525768)"
Haliaeetus leucocephalus,1146797.3842151735,470972.0429637154,"c(1146797.38421517, 470972.042963715)"
Haliaeetus leucocephalus,1553127.9366684877,475552.50307548756,"c(1553127.93666849, 475552.503075488)"
Haliaeetus leucocephalus,1122986.0506039383,479948.44564390735,"c(1122986.05060394, 479948.445643907)"
Haliaeetus leucocephalus,1219527.2099998423,462047.65235331625,"c(1219527.20999984, 462047.652353316)"
Haliaeetus leucocephalus,1179327.6583774802,1150763.8520277177,"c(1179327.65837748, 1150763.85202772)"
Haliaeetus leucocephalus,1277090.0216794605,456434.8472347958,"c(1277090.02167946, 456434.847234796)"
Haliaeetus leucocephalus,1684921.8246273533,508030.01647919096,"c(1684921.82462735, 508030.016479191)"
Haliaeetus leucocephalus,1217841.0981101473,455401.02064962365,"c(1217841.09811015, 455401.020649624)"
Haliaeetus leucocephalus,1208297.2884099525,456729.9322142316,"c(1208297.28840995, 456729.932214232)"
Haliaeetus leucocephalus,1451371.4379357472,558624.6695870154,"c(1451371.43793575, 558624.669587015)"
Haliaeetus leucocephalus,1471883.51100288,569692.5192767992,"c(1471883.51100288, 569692.519276799)"
Haliaeetus leucocephalus,1470626.4834394818,583871.8911794442,"c(1470626.48343948, 583871.891179444)"
Haliaeetus leucocephalus,1592031.8873336804,663270.8534510231,"c(1592031.88733368, 663270.853451023)"
Haliaeetus leucocephalus,1345484.4076435075,1204871.3509322654,"c(1345484.40764351, 1204871.35093227)"
Haliaeetus leucocephalus,1156965.3631215848,451621.4593248812,"c(1156965.36312158, 451621.459324881)"
Haliaeetus leucocephalus,1109527.5880990461,534214.7333111119,"c(1109527.58809905, 534214.733311112)"
Haliaeetus leucocephalus,1209693.785212532,469366.0004501402,"c(1209693.78521253, 469366.00045014)"
Haliaeetus leucocephalus,1205043.228176929,539320.9164330786,"c(1205043.22817693, 539320.916433079)"
Haliaeetus leucocephalus,1246116.7526636766,487094.7845364557,"c(1246116.75266368, 487094.784536456)"
Haliaeetus leucocephalus,1133327.270931191,474936.06927391613,"c(1133327.27093119, 474936.069273916)"
Haliaeetus leucocephalus,1192058.3387176727,484159.1140315318,"c(1192058.33871767, 484159.114031532)"
Haliaeetus leucocephalus,1225750.3468270218,457624.3749174821,"c(1225750.34682702, 457624.374917482)"
Haliaeetus leucocephalus,1353282.7391518406,584542.4236514512,"c(1353282.73915184, 584542.423651451)"
Haliaeetus leucocephalus,1157671.8906064148,503524.0608412049,"c(1157671.89060641, 503524.060841205)"
Haliaeetus leucocephalus,1336881.3302723798,725853.3877398283,"c(1336881.33027238, 725853.387739828)"
Haliaeetus leucocephalus,735652.6692184489,1084936.18815891,"c(735652.669218449, 1084936.18815891)"
Haliaeetus leucocephalus,1153620.9267483153,458314.0636514421,"c(1153620.92674832, 458314.063651442)"
Haliaeetus leucocephalus,1160195.0255266726,457892.3881189589,"c(1160195.02552667, 457892.388118959)"
Haliaeetus leucocephalus,1077976.374260443,475572.3416189921,"c(1077976.37426044, 475572.341618992)"
Haliaeetus leucocephalus,1202790.9253085554,773761.5651810272,"c(1202790.92530856, 773761.565181027)"
Haliaeetus leucocephalus,1193795.3242697597,489427.4387292193,"c(1193795.32426976, 489427.438729219)"
Haliaeetus leucocephalus,1236475.5618761221,451374.0467254637,"c(1236475.56187612, 451374.046725464)"
Haliaeetus leucocephalus,1208244.5449763862,459380.20959127945,"c(1208244.54497639, 459380.209591279)"
Haliaeetus leucocephalus,1457010.393658657,529152.9479278085,"c(1457010.39365866, 529152.947927809)"
Haliaeetus leucocephalus,1403575.6614252168,635730.2485267101,"c(1403575.66142522, 635730.24852671)"
Haliaeetus leucocephalus,1236036.8921800656,891819.9718133159,"c(1236036.89218007, 891819.971813316)"
Haliaeetus leucocephalus,1478024.8578029096,598832.138657984,"c(1478024.85780291, 598832.138657984)"
Haliaeetus leucocephalus,1296249.554149745,461663.08015768696,"c(1296249.55414975, 461663.080157687)"
Haliaeetus leucocephalus,1454500.084872902,535909.0922158426,"c(1454500.0848729, 535909.092215843)"
Haliaeetus leucocephalus,1083321.1859182646,473981.03148014884,"c(1083321.18591826, 473981.031480149)"
Haliaeetus leucocephalus,1105897.0531913287,536711.4299011992,"c(1105897.05319133, 536711.429901199)"
Haliaeetus leucocephalus,1789749.8723231265,561316.8991934438,"c(1789749.87232313, 561316.899193444)"
Haliaeetus leucocephalus,1203394.55504248,470745.1138685978,"c(1203394.55504248, 470745.113868598)"
Haliaeetus leucocephalus,1067685.8094957874,523416.0943560957,"c(1067685.80949579, 523416.094356096)"
Haliaeetus leucocephalus,1404265.807717583,684186.2899441337,"c(1404265.80771758, 684186.289944134)"
Haliaeetus leucocephalus,1183028.8813847941,422745.23406184255,"c(1183028.88138479, 422745.234061843)"
Haliaeetus leucocephalus,1105646.274143145,537910.0530143973,"c(1105646.27414314, 537910.053014397)"
Haliaeetus leucocephalus,1233837.567205916,460320.78018785897,"c(1233837.56720592, 460320.780187859)"
Haliaeetus leucocephalus,1182144.5831151744,385675.2694117922,"c(1182144.58311517, 385675.269411792)"
Haliaeetus leucocephalus,932402.6940294907,1078391.7206679555,"c(932402.694029491, 1078391.72066796)"
Haliaeetus leucocephalus,1294775.9702340183,477558.38688545534,"c(1294775.97023402, 477558.386885455)"
Haliaeetus leucocephalus,1032654.5973315533,436584.5402040824,"c(1032654.59733155, 436584.540204082)"
Haliaeetus leucocephalus,1193959.273549714,392113.70114687644,"c(1193959.27354971, 392113.701146876)"
Haliaeetus leucocephalus,1183489.1934561655,384799.65976196126,"c(1183489.19345617, 384799.659761961)"
Haliaeetus leucocephalus,1199878.9779485085,484378.4850113735,"c(1199878.97794851, 484378.485011373)"
Haliaeetus leucocephalus,1568475.0597007107,479082.26040640945,"c(1568475.05970071, 479082.260406409)"
Haliaeetus leucocephalus,821432.0545722283,996134.2298468052,"c(821432.054572228, 996134.229846805)"
Haliaeetus leucocephalus,1722393.1403634844,564621.7731685702,"c(1722393.14036348, 564621.77316857)"
Haliaeetus leucocephalus,1189970.8739540798,398192.0620258586,"c(1189970.87395408, 398192.062025859)"
Haliaeetus leucocephalus,1206884.2668528787,425484.04039346677,"c(1206884.26685288, 425484.040393467)"
Haliaeetus leucocephalus,1470622.7347224227,484785.99412505736,"c(1470622.73472242, 484785.994125057)"
Haliaeetus leucocephalus,1322695.7731713336,830896.4500735021,"c(1322695.77317133, 830896.450073502)"
Haliaeetus leucocephalus,1397228.3261228683,508902.1891224524,"c(1397228.32612287, 508902.189122452)"
Haliaeetus leucocephalus,1610257.7803772078,499659.48508396815,"c(1610257.78037721, 499659.485083968)"
Haliaeetus leucocephalus,1185306.715781212,395188.59133574023,"c(1185306.71578121, 395188.59133574)"
Haliaeetus leucocephalus,1022518.5999099213,446803.5575959272,"c(1022518.59990992, 446803.557595927)"
Haliaeetus leucocephalus,1284387.867902916,460284.4979792538,"c(1284387.86790292, 460284.497979254)"
Haliaeetus leucocephalus,1222840.5921727505,465079.4540869214,"c(1222840.59217275, 465079.454086921)"
Haliaeetus leucocephalus,1267532.1743190612,461545.04892710864,"c(1267532.17431906, 461545.048927109)"
Haliaeetus leucocephalus,1182776.5100255064,439799.9144912347,"c(1182776.51002551, 439799.914491235)"
Haliaeetus leucocephalus,1148292.0986080815,468127.979263294,"c(1148292.09860808, 468127.979263294)"
Haliaeetus leucocephalus,1174224.5636776288,424833.9307203139,"c(1174224.56367763, 424833.930720314)"
Haliaeetus leucocephalus,862221.8992705161,785348.2204093296,"c(862221.899270516, 785348.22040933)"
Haliaeetus leucocephalus,1049308.177408107,558920.7443735477,"c(1049308.17740811, 558920.744373548)"
Haliaeetus leucocephalus,1182769.1930332254,375706.5949517451,"c(1182769.19303323, 375706.594951745)"
Haliaeetus leucocephalus,1209322.3837434647,470818.1285501677,"c(1209322.38374346, 470818.128550168)"
Haliaeetus leucocephalus,1465824.469954837,598653.2044702129,"c(1465824.46995484, 598653.204470213)"
Haliaeetus leucocephalus,1470634.3647206842,583864.4705674618,"c(1470634.36472068, 583864.470567462)"
Haliaeetus leucocephalus,1207121.5714713521,457594.4428025989,"c(1207121.57147135, 457594.442802599)"
Haliaeetus leucocephalus,1106358.4462103788,540736.2728832196,"c(1106358.44621038, 540736.27288322)"
Haliaeetus leucocephalus,1605915.0703342706,514422.0939395155,"c(1605915.07033427, 514422.093939515)"
Haliaeetus leucocephalus,1174698.6058779827,492312.43530232337,"c(1174698.60587798, 492312.435302323)"
Haliaeetus leucocephalus,1398955.8706149138,601970.4570573885,"c(1398955.87061491, 601970.457057388)"
Haliaeetus leucocephalus,1186989.75276306,380333.1512066515,"c(1186989.75276306, 380333.151206652)"
Haliaeetus leucocephalus,1243711.4411989043,473509.24476786336,"c(1243711.4411989, 473509.244767863)"
Haliaeetus leucocephalus,1232569.052827884,457502.5417365453,"c(1232569.05282788, 457502.541736545)"
Haliaeetus leucocephalus,1259935.3541255435,466381.84403760714,"c(1259935.35412554, 466381.844037607)"
Haliaeetus leucocephalus,1248617.0273050147,452649.94327606366,"c(1248617.02730501, 452649.943276064)"
Haliaeetus leucocephalus,931192.5980630948,1084148.412694222,"c(931192.598063095, 1084148.41269422)"
Haliaeetus leucocephalus,1255796.4269191313,783417.9832013116,"c(1255796.42691913, 783417.983201312)"
Haliaeetus leucocephalus,1260769.0284941047,742686.5391575405,"c(1260769.0284941, 742686.53915754)"
Haliaeetus leucocephalus,1186147.8044226598,387067.1693508049,"c(1186147.80442266, 387067.169350805)"
Haliaeetus leucocephalus,1739823.526766894,555257.5419109492,"c(1739823.52676689, 555257.541910949)"
Haliaeetus leucocephalus,1519413.0661269985,689280.0363103541,"c(1519413.066127, 689280.036310354)"
Haliaeetus leucocephalus,1221465.1605161896,457347.9268884127,"c(1221465.16051619, 457347.926888413)"
Haliaeetus leucocephalus,1244506.5610200586,483771.83297156077,"c(1244506.56102006, 483771.832971561)"
Haliaeetus leucocephalus,1241545.9159486354,763603.7870101973,"c(1241545.91594864, 763603.787010197)"
Haliaeetus leucocephalus,1187411.6460023988,485631.96495517815,"c(1187411.6460024, 485631.964955178)"
Haliaeetus leucocephalus,1462075.0302903724,518779.399271352,"c(1462075.03029037, 518779.399271352)"
Haliaeetus leucocephalus,1207706.3936328907,476921.00353254966,"c(1207706.39363289, 476921.00353255)"
Haliaeetus leucocephalus,1258945.543620033,465533.0095867736,"c(1258945.54362003, 465533.009586774)"
Haliaeetus leucocephalus,1242926.4523284351,783415.294170315,"c(1242926.45232844, 783415.294170315)"
Haliaeetus leucocephalus,1125349.7714950421,478027.8029103141,"c(1125349.77149504, 478027.802910314)"
Haliaeetus leucocephalus,1300357.7145941458,463223.256267241,"c(1300357.71459415, 463223.256267241)"
Haliaeetus leucocephalus,1643666.821819117,621505.6434844417,"c(1643666.82181912, 621505.643484442)"
Haliaeetus leucocephalus,1465290.9102989477,567028.0365787635,"c(1465290.91029895, 567028.036578764)"
Haliaeetus leucocephalus,1221072.9669729455,467532.12606626656,"c(1221072.96697295, 467532.126066267)"
Haliaeetus leucocephalus,1278821.7866060645,462660.29202877724,"c(1278821.78660606, 462660.292028777)"
Haliaeetus leucocephalus,1418103.2374939544,644082.516512824,"c(1418103.23749395, 644082.516512824)"
Haliaeetus leucocephalus,1505979.2079846621,611172.2038703561,"c(1505979.20798466, 611172.203870356)"
Haliaeetus leucocephalus,1205614.0747472134,458060.7992026954,"c(1205614.07474721, 458060.799202695)"
Haliaeetus leucocephalus,1195462.4485426755,381371.5709828907,"c(1195462.44854268, 381371.570982891)"
Haliaeetus leucocephalus,1464665.4838539355,507016.01032114006,"c(1464665.48385394, 507016.01032114)"
Haliaeetus leucocephalus,1246913.1309384177,823420.1617618429,"c(1246913.13093842, 823420.161761843)"
Haliaeetus leucocephalus,1473536.5433459745,654786.8096585891,"c(1473536.54334597, 654786.809658589)"
Haliaeetus leucocephalus,1079925.1502789839,475330.9276100146,"c(1079925.15027898, 475330.927610015)"
Haliaeetus leucocephalus,1032098.540234432,439080.6205154329,"c(1032098.54023443, 439080.620515433)"
Haliaeetus leucocephalus,1466487.090018923,646160.0595803445,"c(1466487.09001892, 646160.059580344)"
Haliaeetus leucocephalus,895266.2354416423,1141973.1270733085,"c(895266.235441642, 1141973.12707331)"
Haliaeetus leucocephalus,1204906.8238942826,465667.41833597876,"c(1204906.82389428, 465667.418335979)"
Haliaeetus leucocephalus,1309163.1344512613,472262.0765933768,"c(1309163.13445126, 472262.076593377)"
Haliaeetus leucocephalus,1191796.3874195039,398955.27452223847,"c(1191796.3874195, 398955.274522238)"
Haliaeetus leucocephalus,1119212.5803617805,530925.7673870411,"c(1119212.58036178, 530925.767387041)"
Haliaeetus leucocephalus,852208.8206365298,740331.0158663979,"c(852208.82063653, 740331.015866398)"
Haliaeetus leucocephalus,1212051.596054234,460281.65136159695,"c(1212051.59605423, 460281.651361597)"
Haliaeetus leucocephalus,1481331.8713136637,610007.6618209279,"c(1481331.87131366, 610007.661820928)"
Haliaeetus leucocephalus,1363826.91393718,635577.743530954,"c(1363826.91393718, 635577.743530954)"
Haliaeetus leucocephalus,1309190.9742504011,851515.637426848,"c(1309190.9742504, 851515.637426848)"
Haliaeetus leucocephalus,1180316.2963401398,443740.3373169753,"c(1180316.29634014, 443740.337316975)"
Haliaeetus leucocephalus,1470238.8031765437,571161.5224565997,"c(1470238.80317654, 571161.5224566)"
Haliaeetus leucocephalus,1207418.4857652204,475224.36124334624,"c(1207418.48576522, 475224.361243346)"
Haliaeetus leucocephalus,1130593.5058877284,498898.6644876275,"c(1130593.50588773, 498898.664487628)"
Haliaeetus leucocephalus,1421602.624197438,644239.3835547315,"c(1421602.62419744, 644239.383554731)"
Haliaeetus leucocephalus,1283976.9990951705,636339.5330270516,"c(1283976.99909517, 636339.533027052)"
Haliaeetus leucocephalus,1253010.7697785976,1232805.4904277353,"c(1253010.7697786, 1232805.49042774)"
Haliaeetus leucocephalus,1651625.9031313835,585295.0940303562,"c(1651625.90313138, 585295.094030356)"
Haliaeetus leucocephalus,1101779.6439236263,501161.3587176335,"c(1101779.64392363, 501161.358717634)"
Haliaeetus leucocephalus,1131302.001070349,531239.6998267772,"c(1131302.00107035, 531239.699826777)"
Haliaeetus leucocephalus,1165446.9170586374,459770.6032445146,"c(1165446.91705864, 459770.603244515)"
Haliaeetus leucocephalus,1161412.286896225,497531.054701809,"c(1161412.28689623, 497531.054701809)"
Haliaeetus leucocephalus,1268098.233008441,463613.1304197179,"c(1268098.23300844, 463613.130419718)"
Haliaeetus leucocephalus,1207449.2888949702,479466.92152481957,"c(1207449.28889497, 479466.92152482)"
Haliaeetus leucocephalus,1153833.2416930853,459773.172717656,"c(1153833.24169309, 459773.172717656)"
Haliaeetus leucocephalus,1243872.288870892,481207.92913184746,"c(1243872.28887089, 481207.929131847)"
Haliaeetus leucocephalus,1223151.8056764768,588671.0237039343,"c(1223151.80567648, 588671.023703934)"
Haliaeetus leucocephalus,1203394.7815138937,471002.195788339,"c(1203394.78151389, 471002.195788339)"
Haliaeetus leucocephalus,1470971.4472093738,468632.0487907232,"c(1470971.44720937, 468632.048790723)"
Haliaeetus leucocephalus,1195916.4367340892,402235.74934860884,"c(1195916.43673409, 402235.749348609)"
Haliaeetus leucocephalus,1109691.7777566463,484604.09059805673,"c(1109691.77775665, 484604.090598057)"
Haliaeetus leucocephalus,1194834.529522059,382008.67580616253,"c(1194834.52952206, 382008.675806163)"
Haliaeetus leucocephalus,1209286.9563763058,475895.942007438,"c(1209286.95637631, 475895.942007438)"
Haliaeetus leucocephalus,1215089.3556709867,457168.90161371336,"c(1215089.35567099, 457168.901613713)"
Haliaeetus leucocephalus,1208412.1351172428,479894.91629614565,"c(1208412.13511724, 479894.916296146)"
Haliaeetus leucocephalus,1573013.7644175435,655054.7380403843,"c(1573013.76441754, 655054.738040384)"
Haliaeetus leucocephalus,1399879.5774708088,644478.388222005,"c(1399879.57747081, 644478.388222005)"
Haliaeetus leucocephalus,1319592.4924074172,491218.3266649976,"c(1319592.49240742, 491218.326664998)"
Haliaeetus leucocephalus,1080593.5123584627,521149.0353789211,"c(1080593.51235846, 521149.035378921)"
Haliaeetus leucocephalus,1467643.6940647028,489947.3885605072,"c(1467643.6940647, 489947.388560507)"
Haliaeetus leucocephalus,1468036.2695605056,557216.9964521051,"c(1468036.26956051, 557216.996452105)"
Haliaeetus leucocephalus,1414265.5609141462,644692.2032046247,"c(1414265.56091415, 644692.203204625)"
Haliaeetus leucocephalus,1234822.1581671592,909533.620176393,"c(1234822.15816716, 909533.620176393)"
Haliaeetus leucocephalus,1206226.257981363,457678.6185264486,"c(1206226.25798136, 457678.618526449)"
Haliaeetus leucocephalus,1460518.7502525616,498528.94447625167,"c(1460518.75025256, 498528.944476252)"
Haliaeetus leucocephalus,1622618.2000132643,746348.4057098747,"c(1622618.20001326, 746348.405709875)"
Haliaeetus leucocephalus,1288889.24485886,463022.39989424666,"c(1288889.24485886, 463022.399894247)"
Haliaeetus leucocephalus,1127783.7529677984,496469.73284273816,"c(1127783.7529678, 496469.732842738)"
Haliaeetus leucocephalus,1011631.9843973095,452943.3197045462,"c(1011631.98439731, 452943.319704546)"
Haliaeetus leucocephalus,1208527.4190920242,478465.44895296765,"c(1208527.41909202, 478465.448952968)"
Haliaeetus leucocephalus,1605730.7590867374,513400.90395490074,"c(1605730.75908674, 513400.903954901)"
Haliaeetus leucocephalus,1242160.6045706738,471358.9025671198,"c(1242160.60457067, 471358.90256712)"
Haliaeetus leucocephalus,1344535.427778178,487372.8445614019,"c(1344535.42777818, 487372.844561402)"
Haliaeetus leucocephalus,1205040.3698331565,486012.25890912453,"c(1205040.36983316, 486012.258909125)"
Haliaeetus leucocephalus,1612454.3998980145,486614.1797223604,"c(1612454.39989801, 486614.17972236)"
Haliaeetus leucocephalus,1725187.602057492,564088.2199952919,"c(1725187.60205749, 564088.219995292)"
Haliaeetus leucocephalus,1049447.4361605605,580487.8060420022,"c(1049447.43616056, 580487.806042002)"
Haliaeetus leucocephalus,1050633.9981743204,558373.7136784148,"c(1050633.99817432, 558373.713678415)"
Haliaeetus leucocephalus,1210034.3841099115,455779.3853047742,"c(1210034.38410991, 455779.385304774)"
Haliaeetus leucocephalus,1073628.3458717605,519277.02796077955,"c(1073628.34587176, 519277.02796078)"
Haliaeetus leucocephalus,1218217.061721149,454256.7260136093,"c(1218217.06172115, 454256.726013609)"
Haliaeetus leucocephalus,1261860.8752103231,468010.44642820256,"c(1261860.87521032, 468010.446428203)"
Haliaeetus leucocephalus,1344714.5445404332,1222738.5767252608,"c(1344714.54454043, 1222738.57672526)"
Haliaeetus leucocephalus,1219913.786661963,473796.10126260703,"c(1219913.78666196, 473796.101262607)"
Haliaeetus leucocephalus,1223420.8558490225,474258.734956128,"c(1223420.85584902, 474258.734956128)"
Haliaeetus leucocephalus,1396015.6909861907,644042.9600216412,"c(1396015.69098619, 644042.960021641)"
Haliaeetus leucocephalus,1247177.7953350192,487422.25721549033,"c(1247177.79533502, 487422.25721549)"
Haliaeetus leucocephalus,1236796.377170117,480188.3962531825,"c(1236796.37717012, 480188.396253182)"
Haliaeetus leucocephalus,1212333.0409753548,460374.1450753417,"c(1212333.04097535, 460374.145075342)"
Haliaeetus leucocephalus,1215143.5689006483,474419.1951703233,"c(1215143.56890065, 474419.195170323)"
Haliaeetus leucocephalus,1304396.2819846657,470653.3739556082,"c(1304396.28198467, 470653.373955608)"
Haliaeetus leucocephalus,1173650.6686747437,413997.5451725625,"c(1173650.66867474, 413997.545172562)"
Haliaeetus leucocephalus,369436.09348814015,1686799.3218409547,"c(369436.09348814, 1686799.32184095)"
Haliaeetus leucocephalus,1151871.8686047571,460116.27677948086,"c(1151871.86860476, 460116.276779481)"
Haliaeetus leucocephalus,1069739.3925935018,519491.5558852029,"c(1069739.3925935, 519491.555885203)"
