gbifID	type	format	identifier	references	title	description	source	audience	created	creator	contributor	publisher	license	rightsHolder
1806350105	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/13071054/original.jpeg	https://www.inaturalist.org/photos/13071054					2017-02-18T00:00:00Z	mattmurphy		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	mattmurphy
1805381827	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/12823323/original.jpg	https://www.inaturalist.org/photos/12823323					2008-10-11T00:04:35Z	rob56vt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	rob56vt
1805381796	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/12823268/original.jpg	https://www.inaturalist.org/photos/12823268					2008-10-10T23:17:25Z	rob56vt		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	rob56vt
1802653718	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/12196737/original.jpg	https://www.inaturalist.org/photos/12196737					2009-08-24T20:56:37Z	Mary Ann Melton		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Mary Ann Melton
1677322048	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/11292493/original.jpg	https://www.inaturalist.org/photos/11292493					2015-09-30T17:18:34Z	C Graydon		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	C Graydon
1677322048	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/11292491/original.jpg	https://www.inaturalist.org/photos/11292491					2015-09-30T17:18:49Z	C Graydon		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	C Graydon
1677322048	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/11292495/original.jpg	https://www.inaturalist.org/photos/11292495					2015-09-30T17:18:38Z	C Graydon		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	C Graydon
1671735306	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/11068846/original.jpeg	https://www.inaturalist.org/photos/11068846					2015-08-28T20:46:36Z	Janie Collin		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Janie Collin
1668880446	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/10856063/original.jpeg	https://www.inaturalist.org/photos/10856063					2016-09-05T17:05:28Z	C Graydon		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	C Graydon
1668843267	StillImage	image/jpeg	https://inaturalist-open-data.s3.amazonaws.com/photos/10645706/original.jpg	https://www.inaturalist.org/photos/10645706					2015-07-27T19:42:53Z	Samuel Brinker		iNaturalist	http://creativecommons.org/licenses/by-nc/4.0/	Samuel Brinker
